support_priority_rank,listing_id,name,neighbourhood_cleansed,borough,room_type,minimum_nights,price,peer_median_price,price_gap_pct,available_days,total_days,vacancy_rate,support_reason
691,29700761,Chic 2BR Brooklyn Retreat w/ Private Garden Oasis,South Slope,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,321,365,0.8795,Strict 30+ night minimum AND price 39% above peer median; 88% vacant.
692,6384275,GARDEN OASIS CLINTON HILL BROWNSTONE,Clinton Hill,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,320,365,0.8767,Strict 30+ night minimum AND price 94% above peer median; 88% vacant.
693,784655878980242901,1 Bed in Sunny & Stylish full floor Greenpoint Apt,Greenpoint,Brooklyn,Private room,30,205.0,111.0,0.8468,320,365,0.8767,Strict 30+ night minimum AND price 85% above peer median; 88% vacant.
694,1384869017069410771,Cozy SoHo/Greenwich Village Apt,Greenwich Village,Manhattan,Entire home/apt,30,250.0,180.0,0.3889,320,365,0.8767,Strict 30+ night minimum AND price 39% above peer median; 88% vacant.
695,893539889281697061,Oakland Gardens Estates,Bayside,Queens,Entire home/apt,30,395.0,180.0,1.1944,319,365,0.874,Strict 30+ night minimum AND price 119% above peer median; 87% vacant.
696,977510333611168866,Penthouse Apartment in Times Square NYC,Theater District,Manhattan,Entire home/apt,30,361.0,180.0,1.0056,319,365,0.874,Strict 30+ night minimum AND price 101% above peer median; 87% vacant.
697,6601284,Gorgeous Garden Guest Suite in Park Slope,South Slope,Brooklyn,Entire home/apt,30,327.0,180.0,0.8167,319,365,0.874,Strict 30+ night minimum AND price 82% above peer median; 87% vacant.
698,43221088,Stunning Chelsea Apt w/ Huge Private Outdoor Oasis,Chelsea,Manhattan,Entire home/apt,30,400.0,180.0,1.2222,318,365,0.8712,Strict 30+ night minimum AND price 122% above peer median; 87% vacant.
699,30824853,Stunning apartment heart of Williamsburg 2bd/2ba,Williamsburg,Brooklyn,Entire home/apt,30,340.0,180.0,0.8889,318,365,0.8712,Strict 30+ night minimum AND price 89% above peer median; 87% vacant.
700,7952963,Gorgeous Pre War Sanctuary - 1 block from Union Sq,Gramercy,Manhattan,Private room,30,150.0,111.0,0.3514,318,365,0.8712,Strict 30+ night minimum AND price 35% above peer median; 87% vacant.
701,643406530097775941,Luxury 1 bd Apartment,Hell's Kitchen,Manhattan,Entire home/apt,30,241.0,180.0,0.3389,318,365,0.8712,Strict 30+ night minimum AND price 34% above peer median; 87% vacant.
702,772388654659113138,Lovely two bedroom in the West Village,West Village,Manhattan,Entire home/apt,30,232.0,180.0,0.2889,318,365,0.8712,Strict 30+ night minimum AND price 29% above peer median; 87% vacant.
703,14625676,Sunny & Spacious Classic 4BR Brooklyn Townhouse,Gowanus,Brooklyn,Entire home/apt,30,500.0,180.0,1.7778,317,365,0.8685,Strict 30+ night minimum AND price 178% above peer median; 87% vacant.
704,41547677,Cozy Home with separate office!!  Or 2nd bedroom!!,NoHo,Manhattan,Entire home/apt,30,314.0,180.0,0.7444,317,365,0.8685,Strict 30+ night minimum AND price 74% above peer median; 87% vacant.
705,1274820999428562667,"Beautiful, Serene West Village Treehouse",West Village,Manhattan,Entire home/apt,30,312.0,180.0,0.7333,317,365,0.8685,Strict 30+ night minimum AND price 73% above peer median; 87% vacant.
706,1227818000807916145,"New 1-bedroom w/ Gym, Workspace, Terrace",Williamsburg,Brooklyn,Entire home/apt,30,300.0,180.0,0.6667,317,365,0.8685,Strict 30+ night minimum AND price 67% above peer median; 87% vacant.
707,43421180,"Sunny & quiet 1 BR near Park, subway crosstown bus",Upper West Side,Manhattan,Entire home/apt,30,248.0,180.0,0.3778,317,365,0.8685,Strict 30+ night minimum AND price 38% above peer median; 87% vacant.
708,1503912279108949953,"Upper East Side, steps from Central Park, museums.",Upper East Side,Manhattan,Entire home/apt,30,243.0,180.0,0.35,317,365,0.8685,Strict 30+ night minimum AND price 35% above peer median; 87% vacant.
709,681296327139376370,"Ft. Greene/1,000sf/2bdrm/2bthrm/Rooftop/Gym/Lounge",Fort Greene,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,317,365,0.8685,Strict 30+ night minimum AND price 28% above peer median; 87% vacant.
710,890493280151398769,Large 2 Bed Condo w/ Pool & View,Murray Hill,Manhattan,Entire home/apt,30,286.0,180.0,0.5889,316,365,0.8658,Strict 30+ night minimum AND price 59% above peer median; 87% vacant.
711,53771167,LOVELY  UNIT WITH  DECK  AND PARKING,East Elmhurst,Queens,Entire home/apt,30,272.0,180.0,0.5111,316,365,0.8658,Strict 30+ night minimum AND price 51% above peer median; 87% vacant.
712,1344630370175255397,Stylish Top-Floor Chelsea Apt | Mid-Century Design,Chelsea,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,315,365,0.863,Strict 30+ night minimum AND price 67% above peer median; 86% vacant.
713,745051425164634863,Bainbridge by Rove Duplex with Deck & Backyard,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,268.0,180.0,0.4889,315,365,0.863,Strict 30+ night minimum AND price 49% above peer median; 86% vacant.
714,31913609,Architects' Passive House Brownstone Unit,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,315,365,0.863,Strict 30+ night minimum AND price 28% above peer median; 86% vacant.
715,41592296,Oasis in the heart of Brooklyn,Greenpoint,Brooklyn,Entire home/apt,180,229.0,180.0,0.2722,315,365,0.863,Strict 180+ night minimum AND price 27% above peer median; 86% vacant.
716,44182770,"Romantic & Pristine, Elegant designer Loft in NYC",Ditmars Steinway,Queens,Entire home/apt,30,350.0,180.0,0.9444,314,365,0.8603,Strict 30+ night minimum AND price 94% above peer median; 86% vacant.
717,1300839454193926836,Charming West Village home,West Village,Manhattan,Entire home/apt,30,299.0,180.0,0.6611,314,365,0.8603,Strict 30+ night minimum AND price 66% above peer median; 86% vacant.
718,45192635,Historic Harlem Duplex with Heritage Charm,Harlem,Manhattan,Entire home/apt,30,250.0,180.0,0.3889,314,365,0.8603,Strict 30+ night minimum AND price 39% above peer median; 86% vacant.
719,825129,Room w/pvt bathroom on Central Park,Upper West Side,Manhattan,Private room,31,147.0,111.0,0.3243,314,365,0.8603,Strict 31+ night minimum AND price 32% above peer median; 86% vacant.
720,1389363234697307636,Cozy Private Room next to Time Square/Central Park,Upper West Side,Manhattan,Private room,30,169.0,111.0,0.5225,313,365,0.8575,Strict 30+ night minimum AND price 52% above peer median; 86% vacant.
721,47448127,West Village Apartment at Grove Court,West Village,Manhattan,Entire home/apt,90,250.0,180.0,0.3889,313,365,0.8575,Strict 90+ night minimum AND price 39% above peer median; 86% vacant.
722,13046279,Cozy  2 bedroom apt in Manhattan,Washington Heights,Manhattan,Entire home/apt,90,245.0,180.0,0.3611,313,365,0.8575,Strict 90+ night minimum AND price 36% above peer median; 86% vacant.
723,15774629,"Garden, Spacious, Great Location,  1 stop to City.",Boerum Hill,Brooklyn,Entire home/apt,30,246.0,180.0,0.3667,312,365,0.8548,Strict 30+ night minimum AND price 37% above peer median; 85% vacant.
724,635617204486061688,Park Slope Townhouse: Private Full-Floor 2 Bedroom,Park Slope,Brooklyn,Entire home/apt,30,411.0,180.0,1.2833,311,365,0.8521,Strict 30+ night minimum AND price 128% above peer median; 85% vacant.
725,37828655,Brooklyn 3bd Penthouse Duplex (w/ private roof),Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,424.0,180.0,1.3556,310,365,0.8493,Strict 30+ night minimum AND price 136% above peer median; 85% vacant.
726,1254363600722938187,"Beautiful Cozy 1BR Apt Step from Train, 15min City",Sunnyside,Queens,Entire home/apt,30,250.0,180.0,0.3889,309,365,0.8466,Strict 30+ night minimum AND price 39% above peer median; 85% vacant.
727,1152426994398176769,Stylish & Modern Luxury Rental in Heart of NYC,Hell's Kitchen,Manhattan,Entire home/apt,30,227.0,180.0,0.2611,308,365,0.8438,Strict 30+ night minimum AND price 26% above peer median; 84% vacant.
728,1476151998649025816,Creative Townhouse Retreat,Red Hook,Brooklyn,Entire home/apt,60,241.0,180.0,0.3389,307,365,0.8411,Strict 60+ night minimum AND price 34% above peer median; 84% vacant.
729,6716020,Stylish 4-bedroom house with lush backyard & sauna,Kensington,Brooklyn,Entire home/apt,30,436.0,180.0,1.4222,306,365,0.8384,Strict 30+ night minimum AND price 142% above peer median; 84% vacant.
730,1379649607286298309,Crown Heights 6BD Place for 16,Crown Heights,Brooklyn,Entire home/apt,30,304.0,180.0,0.6889,306,365,0.8384,Strict 30+ night minimum AND price 69% above peer median; 84% vacant.
731,3369100,Park Slope Studio,Park Slope,Brooklyn,Private room,30,180.0,111.0,0.6216,306,365,0.8384,Strict 30+ night minimum AND price 62% above peer median; 84% vacant.
732,1449634303572344943,Cozy Furnished 3BR Apt in NYC!,Chelsea,Manhattan,Entire home/apt,30,260.0,180.0,0.4444,306,365,0.8384,Strict 30+ night minimum AND price 44% above peer median; 84% vacant.
733,25678522,Quiet one bedroom apartment in West Village,West Village,Manhattan,Entire home/apt,30,250.0,180.0,0.3889,306,365,0.8384,Strict 30+ night minimum AND price 39% above peer median; 84% vacant.
734,776998312373826024,Prospect Park is your playground!,Windsor Terrace,Brooklyn,Entire home/apt,30,229.0,180.0,0.2722,306,365,0.8384,Strict 30+ night minimum AND price 27% above peer median; 84% vacant.
735,888253861914052883,Luxurious Apartment at Colonial Townhouse,Ridgewood,Queens,Entire home/apt,30,225.0,180.0,0.25,306,365,0.8384,Strict 30+ night minimum AND price 25% above peer median; 84% vacant.
736,479002,Shared Apartment in Brooklyn Brownstone,Fort Greene,Brooklyn,Private room,30,418.0,111.0,2.7658,305,365,0.8356,Strict 30+ night minimum AND price 277% above peer median; 84% vacant.
737,48585070,Home in  Queens / Free Parking/10min JFK- LGA,Richmond Hill,Queens,Private room,30,350.0,111.0,2.1532,305,365,0.8356,Strict 30+ night minimum AND price 215% above peer median; 84% vacant.
738,566548245549224932,Summit House 2 Bedroom Apt with Private Garden,Carroll Gardens,Brooklyn,Private room,30,300.0,111.0,1.7027,305,365,0.8356,Strict 30+ night minimum AND price 170% above peer median; 84% vacant.
739,1268383579464213732,Brownstone Triplex & Garden,Park Slope,Brooklyn,Entire home/apt,30,450.0,180.0,1.5,305,365,0.8356,Strict 30+ night minimum AND price 150% above peer median; 84% vacant.
740,1436225401093395258,Luxury 2bedroom inTimes Square,Hell's Kitchen,Manhattan,Entire home/apt,30,357.0,180.0,0.9833,305,365,0.8356,Strict 30+ night minimum AND price 98% above peer median; 84% vacant.
741,836720,Best view in Queens,College Point,Queens,Entire home/apt,30,353.0,180.0,0.9611,305,365,0.8356,Strict 30+ night minimum AND price 96% above peer median; 84% vacant.
742,2468186,Beautiful Apartment Near Central Park,Upper West Side,Manhattan,Entire home/apt,30,345.0,180.0,0.9167,305,365,0.8356,Strict 30+ night minimum AND price 92% above peer median; 84% vacant.
743,1286376625557078941,Brownstone room w/ AC/wash/dryer,Harlem,Manhattan,Private room,30,200.0,111.0,0.8018,305,365,0.8356,Strict 30+ night minimum AND price 80% above peer median; 84% vacant.
744,652943524305648321,Furnished Private Bedroom in  Canarsie apartment!,Canarsie,Brooklyn,Private room,30,178.0,111.0,0.6036,305,365,0.8356,Strict 30+ night minimum AND price 60% above peer median; 84% vacant.
745,1339054666142371200,Sunny Brooklyn Apartment,Bedford-Stuyvesant,Brooklyn,Private room,30,173.0,111.0,0.5586,305,365,0.8356,Strict 30+ night minimum AND price 56% above peer median; 84% vacant.
746,639317233046143765,Stylish brand new 2 bedroom close to LGA airport,East Elmhurst,Queens,Entire home/apt,30,265.0,180.0,0.4722,305,365,0.8356,Strict 30+ night minimum AND price 47% above peer median; 84% vacant.
747,103555,Clean&Serene in Scenic Fort Greene,Fort Greene,Brooklyn,Entire home/apt,30,260.0,180.0,0.4444,305,365,0.8356,Strict 30+ night minimum AND price 44% above peer median; 84% vacant.
748,1374209075339266256,Modern space in Bed-Stuy,Bedford-Stuyvesant,Brooklyn,Private room,30,158.0,111.0,0.4234,305,365,0.8356,Strict 30+ night minimum AND price 42% above peer median; 84% vacant.
749,691963044801266991,Spacious 3 bedroom home right by JFK airport,Howard Beach,Queens,Entire home/apt,30,254.0,180.0,0.4111,305,365,0.8356,Strict 30+ night minimum AND price 41% above peer median; 84% vacant.
750,1290816484307146814,Spring Creek Oasis,East New York,Brooklyn,Private room,30,155.0,111.0,0.3964,305,365,0.8356,Strict 30+ night minimum AND price 40% above peer median; 84% vacant.
751,724535783876553795,Cozy 1 bedroom apartment in Prime Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,251.0,180.0,0.3944,305,365,0.8356,Strict 30+ night minimum AND price 39% above peer median; 84% vacant.
752,1284776,Modern Apartment in Brownstone Bkln,Gowanus,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,305,365,0.8356,Strict 30+ night minimum AND price 39% above peer median; 84% vacant.
753,578592072056483887,*PRIME Bedford Ave * Peaceful & Chic +private yard,Williamsburg,Brooklyn,Entire home/apt,30,237.0,180.0,0.3167,305,365,0.8356,Strict 30+ night minimum AND price 32% above peer median; 84% vacant.
754,2968070,Near Times Square and Hell's Kitchen,Theater District,Manhattan,Private room,30,146.0,111.0,0.3153,305,365,0.8356,Strict 30+ night minimum AND price 32% above peer median; 84% vacant.
755,1432220832139681314,Prime 2BR Base: NYC Living Refined,Midtown,Manhattan,Entire home/apt,30,235.0,180.0,0.3056,305,365,0.8356,Strict 30+ night minimum AND price 31% above peer median; 84% vacant.
756,34709283,"""Harlem Duplex from 7/20-8/20 perfect for Family""",Harlem,Manhattan,Entire home/apt,30,225.0,180.0,0.25,305,365,0.8356,Strict 30+ night minimum AND price 25% above peer median; 84% vacant.
757,18152,Manhattan Room,Upper East Side,Manhattan,Private room,30,500.0,111.0,3.5045,304,365,0.8329,Strict 30+ night minimum AND price 350% above peer median; 83% vacant.
758,1372525930485302467,Designer Loft in Prime Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,500.0,180.0,1.7778,304,365,0.8329,Strict 30+ night minimum AND price 178% above peer median; 83% vacant.
759,38978429,Charming Studio **West Village**,Greenwich Village,Manhattan,Entire home/apt,30,311.0,180.0,0.7278,304,365,0.8329,Strict 30+ night minimum AND price 73% above peer median; 83% vacant.
760,27966667,Newly Renovated Carroll Gardens 2 BR,Carroll Gardens,Brooklyn,Entire home/apt,30,295.0,180.0,0.6389,304,365,0.8329,Strict 30+ night minimum AND price 64% above peer median; 83% vacant.
761,13218139,"Villa Astoria Duplex (5 Rooms, 2 Baths, 2 Floors)",Midtown,Manhattan,Entire home/apt,30,470.0,180.0,1.6111,303,365,0.8301,Strict 30+ night minimum AND price 161% above peer median; 83% vacant.
762,32990282,"Cozy 1BR in the Heart of Astoria, 15 Min to NYC",Ditmars Steinway,Queens,Entire home/apt,30,396.0,180.0,1.2,303,365,0.8301,Strict 30+ night minimum AND price 120% above peer median; 83% vacant.
763,46450521,Huge One-bedroom in Heart of Murray Hill,Kips Bay,Manhattan,Entire home/apt,30,252.0,180.0,0.4,303,365,0.8301,Strict 30+ night minimum AND price 40% above peer median; 83% vacant.
764,11867485,BEAUTIFUL COZY APARTMENT IN TIMES SQUARE,Theater District,Manhattan,Entire home/apt,30,500.0,180.0,1.7778,302,365,0.8274,Strict 30+ night minimum AND price 178% above peer median; 83% vacant.
765,1464105449413686952,Bushwick Oasis- 2 bedrooms,Bushwick,Brooklyn,Entire home/apt,30,266.0,180.0,0.4778,302,365,0.8274,Strict 30+ night minimum AND price 48% above peer median; 83% vacant.
766,23202549,3rd Floor 2 Bedroom by Park Ave,Kips Bay,Manhattan,Entire home/apt,31,252.0,180.0,0.4,302,365,0.8274,Strict 31+ night minimum AND price 40% above peer median; 83% vacant.
767,24912129,Fab Williamsburg condo monthly rental,Greenpoint,Brooklyn,Entire home/apt,60,225.0,180.0,0.25,302,365,0.8274,Strict 60+ night minimum AND price 25% above peer median; 83% vacant.
768,3012871,Amazing large Beautiful design apt on Bedford Ave,Williamsburg,Brooklyn,Entire home/apt,30,272.0,180.0,0.5111,300,365,0.8219,Strict 30+ night minimum AND price 51% above peer median; 82% vacant.
769,39528624,Big & Beautiful Loft in the Heart of Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,420.0,180.0,1.3333,298,365,0.8164,Strict 30+ night minimum AND price 133% above peer median; 82% vacant.
770,13317650,"Large 3-Bedrooms/2-Bath Apt, One Block to Train",East New York,Brooklyn,Private room,30,233.0,111.0,1.0991,296,365,0.811,Strict 30+ night minimum AND price 110% above peer median; 81% vacant.
771,1049940767703198807,"Bright, Spacious 2BR w Park view",Greenpoint,Brooklyn,Entire home/apt,30,353.0,180.0,0.9611,296,365,0.811,Strict 30+ night minimum AND price 96% above peer median; 81% vacant.
772,1089185458346740440,Cozy Summer Apartment in the Heart of Brooklyn,East Flatbush,Brooklyn,Private room,31,162.0,111.0,0.4595,295,365,0.8082,Strict 31+ night minimum AND price 46% above peer median; 81% vacant.
773,623185525340790807,Family friendly apartment in trendy Greenpoint,Greenpoint,Brooklyn,Entire home/apt,30,475.0,180.0,1.6389,292,365,0.8,Strict 30+ night minimum AND price 164% above peer median; 80% vacant.
