support_priority_rank,listing_id,name,neighbourhood_cleansed,borough,room_type,minimum_nights,price,peer_median_price,price_gap_pct,available_days,total_days,vacancy_rate,support_reason
279,978186823944588985,Cozy Condo 1 bedroom,Melrose,Bronx,Entire home/apt,30,240.0,180.0,0.3333,365,365,1.0,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
280,1018749486476658546,Cozy Condo next to Prospect Park,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,30,240.0,180.0,0.3333,365,365,1.0,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
281,1299491137291843578,Stunning Lower East Side Retreat,Lower East Side,Manhattan,Entire home/apt,30,240.0,180.0,0.3333,365,365,1.0,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
282,1487080174323995277,Amazing UWS One Bedroom,Upper West Side,Manhattan,Entire home/apt,30,240.0,180.0,0.3333,365,365,1.0,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
283,953102865275048099,Private Entry Studio/Room Deluxe,Upper East Side,Manhattan,Private room,30,147.0,111.0,0.3243,365,365,1.0,Strict 30+ night minimum AND price 32% above peer median; 100% vacant.
284,54210471,Sunday’s with Lovey! 3 bedroom unit 2 full baths.,East New York,Brooklyn,Entire home/apt,30,238.0,180.0,0.3222,365,365,1.0,Strict 30+ night minimum AND price 32% above peer median; 100% vacant.
285,53194676,"Traveling Nurses Utilities, Driveway, Washer/Dryer",Throgs Neck,Bronx,Entire home/apt,30,236.0,180.0,0.3111,365,365,1.0,Strict 30+ night minimum AND price 31% above peer median; 100% vacant.
286,29079912,Cozy place to stay 7 minutes from Manhattan...,Astoria,Queens,Private room,30,145.0,111.0,0.3063,365,365,1.0,Strict 30+ night minimum AND price 31% above peer median; 100% vacant.
287,1427343346361507360,Private Apartment Oasis in Prime LES,Lower East Side,Manhattan,Entire home/apt,30,235.0,180.0,0.3056,365,365,1.0,Strict 30+ night minimum AND price 31% above peer median; 100% vacant.
288,558941566399441638,Lovely private room . (Queens bed),Mount Eden,Bronx,Private room,30,144.0,111.0,0.2973,365,365,1.0,Strict 30+ night minimum AND price 30% above peer median; 100% vacant.
289,1304417138516106936,East Williamsburg House,Ridgewood,Queens,Private room,30,144.0,111.0,0.2973,365,365,1.0,Strict 30+ night minimum AND price 30% above peer median; 100% vacant.
290,1284724376820989449,The Palour,Harlem,Manhattan,Entire home/apt,30,233.0,180.0,0.2944,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
291,49159986,E.Hrlm pvt. Brownstone Parlor Flr Loft Avail.,East Harlem,Manhattan,Entire home/apt,30,233.0,180.0,0.2944,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
292,658567847166417444,Lovely studio apartment in the middle of Astoria,Ditmars Steinway,Queens,Entire home/apt,30,233.0,180.0,0.2944,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
293,1381535044368210037,Luxury Midtown Gem–Family Comfort by Central Park,Midtown,Manhattan,Entire home/apt,30,233.0,180.0,0.2944,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
294,766867327829311890,{•Near Manhattan•}.Incredible Sanctuary,Bushwick,Brooklyn,Entire home/apt,30,232.0,180.0,0.2889,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
295,903935533025871679,2 bedroom in residential house,Ditmars Steinway,Queens,Entire home/apt,30,232.0,180.0,0.2889,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
296,1527113995985355351,Brooklyn Brownstone Designer Suite,Cypress Hills,Brooklyn,Entire home/apt,30,232.0,180.0,0.2889,365,365,1.0,Strict 30+ night minimum AND price 29% above peer median; 100% vacant.
297,1368187202354161871,Luxury 1 bedroom 1 Bath BK,Cypress Hills,Brooklyn,Private room,30,142.0,111.0,0.2793,365,365,1.0,Strict 30+ night minimum AND price 28% above peer median; 100% vacant.
298,28483571,Brand New Beautiful Home (25 min to Manhattan),Woodside,Queens,Entire home/apt,30,230.0,180.0,0.2778,365,365,1.0,Strict 30+ night minimum AND price 28% above peer median; 100% vacant.
299,51176539,Private & Peaceful | Entire Place | High-Line,West Village,Manhattan,Entire home/apt,30,230.0,180.0,0.2778,365,365,1.0,Strict 30+ night minimum AND price 28% above peer median; 100% vacant.
300,1462098618989824489,Cozy apartment by Central Park,Upper East Side,Manhattan,Entire home/apt,30,230.0,180.0,0.2778,365,365,1.0,Strict 30+ night minimum AND price 28% above peer median; 100% vacant.
301,1408809471766955072,Modern 2BR/2BA with balcony,Crown Heights,Brooklyn,Entire home/apt,90,229.0,180.0,0.2722,365,365,1.0,Strict 90+ night minimum AND price 27% above peer median; 100% vacant.
302,2314392,Spacious Studio on West 72nd,Upper West Side,Manhattan,Entire home/apt,30,229.0,180.0,0.2722,365,365,1.0,Strict 30+ night minimum AND price 27% above peer median; 100% vacant.
303,1512355583772068367,Shared Room in our home,Crown Heights,Brooklyn,Shared room,30,212.0,167.0,0.2695,365,365,1.0,Strict 30+ night minimum AND price 27% above peer median; 100% vacant.
304,581276193109315899,"The Tulum Experience JFK, LGA, Casino, UBS Arena",Springfield Gardens,Queens,Entire home/apt,30,227.0,180.0,0.2611,365,365,1.0,Strict 30+ night minimum AND price 26% above peer median; 100% vacant.
305,1331537410605212824,Cole’s Luxurious Suite,Springfield Gardens,Queens,Entire home/apt,30,226.0,180.0,0.2556,365,365,1.0,Strict 30+ night minimum AND price 26% above peer median; 100% vacant.
306,13294471,Cozy Bedroom & Own Private Bath/Use of Amenities.,Clifton,Staten Island,Private room,30,139.0,111.0,0.2523,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
307,49447624,Welcome to the Newly Renovated luxury Studio.,Queens Village,Queens,Private room,30,139.0,111.0,0.2523,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
308,754705050508576196,"Queens Quarters, Bedroom in shared apartment.",East Elmhurst,Queens,Private room,30,139.0,111.0,0.2523,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
309,1009699512413915648,Bushwick Getaway !,Ridgewood,Queens,Private room,30,139.0,111.0,0.2523,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
310,1491004177456457005,Brownstone Guest Suite,Prospect Heights,Brooklyn,Private room,30,139.0,111.0,0.2523,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
311,7116071,30 Minutes to Manhattan / Sleeps 7,Bensonhurst,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
312,39229191,Sittin' on the Dock of the Bay,Throgs Neck,Bronx,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
313,669124977887839244,A peaceful get away to enjoy your time,Bergen Beach,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
314,731940007156884626,Lovely 2 bedroom apt with a view,Bushwick,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
315,830243073885397256,Shauna’s Chateau,East Flatbush,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
316,1017535766542159357,Luxurious condo close to airport,College Point,Queens,Entire home/apt,30,225.0,180.0,0.25,365,365,1.0,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
317,1521034204132216440,Luxury Stay Near LGA - Parking & Privacy,East Elmhurst,Queens,Private room,32,537.5,111.0,3.8423,364,365,0.9973,Strict 32+ night minimum AND price 384% above peer median; 100% vacant.
318,33936370,Cozy room with 3 windows.,Bushwick,Brooklyn,Private room,30,537.5,111.0,3.8423,364,365,0.9973,Strict 30+ night minimum AND price 384% above peer median; 100% vacant.
319,784294277993627702,Friendly cosy place!),Sheepshead Bay,Brooklyn,Private room,30,537.5,111.0,3.8423,364,365,0.9973,Strict 30+ night minimum AND price 384% above peer median; 100% vacant.
320,46929299,Private room,Gravesend,Brooklyn,Private room,30,500.0,111.0,3.5045,364,365,0.9973,Strict 30+ night minimum AND price 350% above peer median; 100% vacant.
321,18506841,Spacious 2 Bedrooms in Manhattan Townhouse,Harlem,Manhattan,Private room,30,375.0,111.0,2.3784,364,365,0.9973,Strict 30+ night minimum AND price 238% above peer median; 100% vacant.
322,1483656227560478741,Cozy shared apartment room,Sheepshead Bay,Brooklyn,Shared room,31,537.5,167.0,2.2186,364,365,0.9973,Strict 31+ night minimum AND price 222% above peer median; 100% vacant.
323,34202651,"UWS 3BR/2BTH Apt, 1 block from Central Park",Upper West Side,Manhattan,Entire home/apt,30,525.0,180.0,1.9167,364,365,0.9973,Strict 30+ night minimum AND price 192% above peer median; 100% vacant.
324,1465399862221901558,"My sunny, peaceful little home",Williamsburg,Brooklyn,Private room,30,312.0,111.0,1.8108,364,365,0.9973,Strict 30+ night minimum AND price 181% above peer median; 100% vacant.
325,54194995,Entire House in Forest Hills,Forest Hills,Queens,Entire home/apt,60,501.0,180.0,1.7833,364,365,0.9973,Strict 60+ night minimum AND price 178% above peer median; 100% vacant.
326,790681115900703507,Artist Bright Bedstuy Brownstone,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,500.0,180.0,1.7778,364,365,0.9973,Strict 30+ night minimum AND price 178% above peer median; 100% vacant.
327,12950991,UES Luxury White  Glove Doorman Building ❤️ NYC!,Upper East Side,Manhattan,Entire home/apt,30,499.0,180.0,1.7722,364,365,0.9973,Strict 30+ night minimum AND price 177% above peer median; 100% vacant.
328,51619751,A place to stay recovering from major surgery.,Holliswood,Queens,Entire home/apt,30,485.0,180.0,1.6944,364,365,0.9973,Strict 30+ night minimum AND price 169% above peer median; 100% vacant.
329,1420316312079828057,Stylish Apt in Heart of Brooklyn,Gravesend,Brooklyn,Entire home/apt,30,480.0,180.0,1.6667,364,365,0.9973,Strict 30+ night minimum AND price 167% above peer median; 100% vacant.
330,713252716801514128,Private bdrm in design-filled BKapt—20 min to city,Bedford-Stuyvesant,Brooklyn,Private room,30,275.0,111.0,1.4775,364,365,0.9973,Strict 30+ night minimum AND price 148% above peer median; 100% vacant.
331,710109513630547162,Cozy & Serene Apartment in the Heart of Canarsie.,Canarsie,Brooklyn,Private room,30,275.0,111.0,1.4775,364,365,0.9973,Strict 30+ night minimum AND price 148% above peer median; 100% vacant.
332,7698593,Creative Bedstuy Brownstone w/ Huge Backyard,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,441.0,180.0,1.45,364,365,0.9973,Strict 30+ night minimum AND price 145% above peer median; 100% vacant.
333,18692028,MODERN 3 BEDROOM APT IN THE HEART OF BROOKLYN,Brooklyn Heights,Brooklyn,Entire home/apt,30,428.0,180.0,1.3778,364,365,0.9973,Strict 30+ night minimum AND price 138% above peer median; 100% vacant.
334,808833553841121814,Inspiring Bond st. Artist loft/gallery/event space,NoHo,Manhattan,Entire home/apt,30,423.0,180.0,1.35,364,365,0.9973,Strict 30+ night minimum AND price 135% above peer median; 100% vacant.
335,948154615971768276,Large Outdoor Space Events Only/No Overnight Stays,Ridgewood,Queens,Entire home/apt,30,421.0,180.0,1.3389,364,365,0.9973,Strict 30+ night minimum AND price 134% above peer median; 100% vacant.
336,53542590,"Beautiful, Stylish Brooklyn Brownstone Duplex",Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,400.0,180.0,1.2222,364,365,0.9973,Strict 30+ night minimum AND price 122% above peer median; 100% vacant.
337,939387800231178042,"""Brookhenge"" - The Urban Oasis",Williamsburg,Brooklyn,Entire home/apt,30,400.0,180.0,1.2222,364,365,0.9973,Strict 30+ night minimum AND price 122% above peer median; 100% vacant.
338,596946485985538229,Beautiful 3 Bedroom that's 2 Blocks From The Beach,Belle Harbor,Queens,Entire home/apt,30,392.0,180.0,1.1778,364,365,0.9973,Strict 30+ night minimum AND price 118% above peer median; 100% vacant.
339,37428856,US Tennis Open Haven,Flushing,Queens,Entire home/apt,31,369.0,180.0,1.05,364,365,0.9973,Strict 31+ night minimum AND price 105% above peer median; 100% vacant.
340,53709387,Maison BK stylish and modern space in Brooklyn,Bedford-Stuyvesant,Brooklyn,Private room,30,226.0,111.0,1.036,364,365,0.9973,Strict 30+ night minimum AND price 104% above peer median; 100% vacant.
341,44393462,Financial District Gem,Financial District,Manhattan,Private room,30,225.0,111.0,1.027,364,365,0.9973,Strict 30+ night minimum AND price 103% above peer median; 100% vacant.
342,598928506031816181,Spacious Oasis steps from Bronx Zoo & Arthur Ave,Belmont,Bronx,Private room,30,225.0,111.0,1.027,364,365,0.9973,Strict 30+ night minimum AND price 103% above peer median; 100% vacant.
343,855858117414211119,Furnished room,Fordham,Bronx,Private room,30,224.0,111.0,1.018,364,365,0.9973,Strict 30+ night minimum AND price 102% above peer median; 100% vacant.
344,898174983717316349,Comfy Oceanfront Yacht,Gerritsen Beach,Brooklyn,Entire home/apt,30,362.0,180.0,1.0111,364,365,0.9973,Strict 30+ night minimum AND price 101% above peer median; 100% vacant.
345,75658,Modern Bed Stuy loft + rooftop garden,Bedford-Stuyvesant,Brooklyn,Private room,30,222.0,111.0,1.0,364,365,0.9973,Strict 30+ night minimum AND price 100% above peer median; 100% vacant.
346,1421319936176755794,Casa Azul,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,357.0,180.0,0.9833,364,365,0.9973,Strict 30+ night minimum AND price 98% above peer median; 100% vacant.
347,1416793735216873673,Midtown Chic modern  for 4 Guests,Hell's Kitchen,Manhattan,Entire home/apt,30,354.0,180.0,0.9667,364,365,0.9973,Strict 30+ night minimum AND price 97% above peer median; 100% vacant.
348,43259385,Home in Harlem,Harlem,Manhattan,Entire home/apt,30,353.0,180.0,0.9611,364,365,0.9973,Strict 30+ night minimum AND price 96% above peer median; 100% vacant.
349,873993790318497072,Stunning and Super Large 1BR,Chelsea,Manhattan,Entire home/apt,30,350.0,180.0,0.9444,364,365,0.9973,Strict 30+ night minimum AND price 94% above peer median; 100% vacant.
350,892079701167817777,Huge 2br with back yard & patio,Greenpoint,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,364,365,0.9973,Strict 30+ night minimum AND price 94% above peer median; 100% vacant.
351,53145833,850 sq ft High Ceiling Studio Loft in West Village,West Village,Manhattan,Entire home/apt,30,342.0,180.0,0.9,364,365,0.9973,Strict 30+ night minimum AND price 90% above peer median; 100% vacant.
352,1530386,A Lovely 2br in Chelsea,Chelsea,Manhattan,Entire home/apt,30,332.0,180.0,0.8444,364,365,0.9973,Strict 30+ night minimum AND price 84% above peer median; 100% vacant.
353,1364758899132261272,JusTerry,Flatbush,Brooklyn,Private room,30,203.0,111.0,0.8288,364,365,0.9973,Strict 30+ night minimum AND price 83% above peer median; 100% vacant.
354,17367187,Private & Separate 1bd+1ba in NYC Pre-War Building,Concourse,Bronx,Private room,30,201.0,111.0,0.8108,364,365,0.9973,Strict 30+ night minimum AND price 81% above peer median; 100% vacant.
355,1284863603199231535,Room in lovely brownstone with garden,Park Slope,Brooklyn,Private room,30,200.0,111.0,0.8018,364,365,0.9973,Strict 30+ night minimum AND price 80% above peer median; 100% vacant.
356,785688352714247316,Full bed in midtown apartment,Hell's Kitchen,Manhattan,Private room,30,200.0,111.0,0.8018,364,365,0.9973,Strict 30+ night minimum AND price 80% above peer median; 100% vacant.
357,898077144962515384,Stylish 2 Story MCM Brownstone,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,322.0,180.0,0.7889,364,365,0.9973,Strict 30+ night minimum AND price 79% above peer median; 100% vacant.
358,782932651604019354,Stay at Camila's Place,Mott Haven,Bronx,Entire home/apt,30,319.0,180.0,0.7722,364,365,0.9973,Strict 30+ night minimum AND price 77% above peer median; 100% vacant.
359,43929087,Beautiful Newly Renovated Brooklyn Apartment,Clinton Hill,Brooklyn,Entire home/apt,30,318.0,180.0,0.7667,364,365,0.9973,Strict 30+ night minimum AND price 77% above peer median; 100% vacant.
360,797348073045001503,kj luxury manhattan studio,Hell's Kitchen,Manhattan,Entire home/apt,30,315.0,180.0,0.75,364,365,0.9973,Strict 30+ night minimum AND price 75% above peer median; 100% vacant.
361,762579977393252405,Luxurious home near UBS Arena,Cambria Heights,Queens,Private room,30,190.0,111.0,0.7117,364,365,0.9973,Strict 30+ night minimum AND price 71% above peer median; 100% vacant.
362,1041980408127081749,A Warm & Minimal Brooklyn Nook,Sunset Park,Brooklyn,Private room,30,190.0,111.0,0.7117,364,365,0.9973,Strict 30+ night minimum AND price 71% above peer median; 100% vacant.
363,712191801514007811,Comfortable Stay in South Harlem,Harlem,Manhattan,Entire home/apt,30,302.0,180.0,0.6778,364,365,0.9973,Strict 30+ night minimum AND price 68% above peer median; 100% vacant.
364,3344237,Stay and share some of the heart of Manhattan!,Upper East Side,Manhattan,Private room,30,186.0,111.0,0.6757,364,365,0.9973,Strict 30+ night minimum AND price 68% above peer median; 100% vacant.
365,1108891228259931949,Heart of New York,Hell's Kitchen,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,364,365,0.9973,Strict 30+ night minimum AND price 67% above peer median; 100% vacant.
366,15847347,"Enitre Apartment - Sleeps 4-6 - Private Backyard,",Upper East Side,Manhattan,Entire home/apt,30,299.0,180.0,0.6611,364,365,0.9973,Strict 30+ night minimum AND price 66% above peer median; 100% vacant.
367,1450594287205813628,Charming 3bd/2ba Upper West Side,Upper West Side,Manhattan,Entire home/apt,30,297.0,180.0,0.65,364,365,0.9973,Strict 30+ night minimum AND price 65% above peer median; 100% vacant.
368,811605866541468809,Spacious Apartment,East Elmhurst,Queens,Entire home/apt,30,292.0,180.0,0.6222,364,365,0.9973,Strict 30+ night minimum AND price 62% above peer median; 100% vacant.
369,21427369,Gorgeous Clinton Hill Brooklyn 1BR Garden Apt,Clinton Hill,Brooklyn,Private room,30,179.0,111.0,0.6126,364,365,0.9973,Strict 30+ night minimum AND price 61% above peer median; 100% vacant.
370,148259,Garage Studio - Unique Designer Loft,Williamsburg,Brooklyn,Entire home/apt,30,290.0,180.0,0.6111,364,365,0.9973,Strict 30+ night minimum AND price 61% above peer median; 100% vacant.
371,351859,Exquisite Spacious Studio in Midtown,Chelsea,Manhattan,Entire home/apt,30,290.0,180.0,0.6111,364,365,0.9973,Strict 30+ night minimum AND price 61% above peer median; 100% vacant.
372,42097281,Bklyn’s  Favorite Vacation Home!!!!!!,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,288.0,180.0,0.6,364,365,0.9973,Strict 30+ night minimum AND price 60% above peer median; 100% vacant.
373,907998178838818312,"Large, Sunny Room +  Office in Greenpoint",Greenpoint,Brooklyn,Private room,30,177.0,111.0,0.5946,364,365,0.9973,Strict 30+ night minimum AND price 59% above peer median; 100% vacant.
374,878336991435374403,Bushwick Musician's Loft,Bushwick,Brooklyn,Entire home/apt,30,286.0,180.0,0.5889,364,365,0.9973,Strict 30+ night minimum AND price 59% above peer median; 100% vacant.
375,52451077,Lovely 1 bedroom unit next to NYBG & The Bronx Zoo,Allerton,Bronx,Private room,30,175.0,111.0,0.5766,364,365,0.9973,Strict 30+ night minimum AND price 58% above peer median; 100% vacant.
376,896939245238848955,Early Modern Period home in NY Upscale Riverdale,North Riverdale,Bronx,Private room,30,175.0,111.0,0.5766,364,365,0.9973,Strict 30+ night minimum AND price 58% above peer median; 100% vacant.
377,1456612906732267242,Modern Retreat in Bushwick w/ Backyard,Bushwick,Brooklyn,Shared room,30,263.0,167.0,0.5749,364,365,0.9973,Strict 30+ night minimum AND price 57% above peer median; 100% vacant.
378,550786709610206712,"A Room in New York City (Females Only, Short-Term)",Fresh Meadows,Queens,Private room,30,174.0,111.0,0.5676,364,365,0.9973,Strict 30+ night minimum AND price 57% above peer median; 100% vacant.
379,818179625602858926,Just a few steps to the beach,Belle Harbor,Queens,Entire home/apt,30,282.0,180.0,0.5667,364,365,0.9973,Strict 30+ night minimum AND price 57% above peer median; 100% vacant.
380,870212853386092000,Art-Filled Bed-Stuy Townhouse,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,280.0,180.0,0.5556,364,365,0.9973,Strict 30+ night minimum AND price 56% above peer median; 100% vacant.
381,11653077,Lofty quiet 1 Br apartment in Midtown Manhattan.,Midtown,Manhattan,Entire home/apt,30,275.0,180.0,0.5278,364,365,0.9973,Strict 30+ night minimum AND price 53% above peer median; 100% vacant.
382,1426794425091635475,NYC Central Park Green TreeTop Spacious 2BR,Harlem,Manhattan,Entire home/apt,30,275.0,180.0,0.5278,364,365,0.9973,Strict 30+ night minimum AND price 53% above peer median; 100% vacant.
383,53385771,Lovely 2-bedroom rental unit in New York,Upper East Side,Manhattan,Entire home/apt,30,270.0,180.0,0.5,364,365,0.9973,Strict 30+ night minimum AND price 50% above peer median; 100% vacant.
384,663833807049084185,Cool 1 BR Apt in Lively Greenpoint/Wburg - Monthly,Greenpoint,Brooklyn,Entire home/apt,30,270.0,180.0,0.5,364,365,0.9973,Strict 30+ night minimum AND price 50% above peer median; 100% vacant.
385,908782132165679917,2-bedroom with Backyard and BBQ,East Village,Manhattan,Entire home/apt,30,269.0,180.0,0.4944,364,365,0.9973,Strict 30+ night minimum AND price 49% above peer median; 100% vacant.
386,800738837396327435,Beautiful room in Nolita,Chinatown,Manhattan,Private room,30,165.0,111.0,0.4865,364,365,0.9973,Strict 30+ night minimum AND price 49% above peer median; 100% vacant.
387,27803575,Stylish Prospect Heights Apartment + Shoot Ready,Crown Heights,Brooklyn,Entire home/apt,30,265.0,180.0,0.4722,364,365,0.9973,Strict 30+ night minimum AND price 47% above peer median; 100% vacant.
388,643319222792682565,Huge room w king bed in Bushwick w yard + rooftop,Bushwick,Brooklyn,Private room,30,162.0,111.0,0.4595,364,365,0.9973,Strict 30+ night minimum AND price 46% above peer median; 100% vacant.
389,45701998,Bohemian Jungle with Private Bathroom & Rooftop,Bedford-Stuyvesant,Brooklyn,Private room,30,161.0,111.0,0.4505,364,365,0.9973,Strict 30+ night minimum AND price 45% above peer median; 100% vacant.
390,809503558229015441,Sunny side of Brooklyn,Bushwick,Brooklyn,Entire home/apt,30,260.0,180.0,0.4444,364,365,0.9973,Strict 30+ night minimum AND price 44% above peer median; 100% vacant.
391,228317,"Your Haven Awaits At ""Emma's Place""",Bedford-Stuyvesant,Brooklyn,Private room,30,160.0,111.0,0.4414,364,365,0.9973,Strict 30+ night minimum AND price 44% above peer median; 100% vacant.
392,1465559559056489600,Bright & Cozy Home Near JFK,Jamaica,Queens,Private room,30,160.0,111.0,0.4414,364,365,0.9973,Strict 30+ night minimum AND price 44% above peer median; 100% vacant.
393,1016790707893219410,Charming 1 bedroom in Brooklyn,Crown Heights,Brooklyn,Private room,30,159.0,111.0,0.4324,364,365,0.9973,Strict 30+ night minimum AND price 43% above peer median; 100% vacant.
394,684167152890227720,Cozy 3 bedrooms Apartment in quiet neighborhood!,Briarwood,Queens,Entire home/apt,30,256.0,180.0,0.4222,364,365,0.9973,Strict 30+ night minimum AND price 42% above peer median; 100% vacant.
395,52701221,Beautiful view,Greenpoint,Brooklyn,Entire home/apt,30,252.0,180.0,0.4,364,365,0.9973,Strict 30+ night minimum AND price 40% above peer median; 100% vacant.
396,1001393648020126510,Luxury in South Brooklyn,Canarsie,Brooklyn,Entire home/apt,30,252.0,180.0,0.4,364,365,0.9973,Strict 30+ night minimum AND price 40% above peer median; 100% vacant.
397,1669149,Beautiful Modern Midtown Apartment,Hell's Kitchen,Manhattan,Entire home/apt,30,250.0,180.0,0.3889,364,365,0.9973,Strict 30+ night minimum AND price 39% above peer median; 100% vacant.
398,40736481,The Bird Sanctuary,Norwood,Bronx,Private room,30,154.0,111.0,0.3874,364,365,0.9973,Strict 30+ night minimum AND price 39% above peer median; 100% vacant.
399,857810,Heart of Williamsubrg 1 Bedroom,Williamsburg,Brooklyn,Entire home/apt,30,249.0,180.0,0.3833,364,365,0.9973,Strict 30+ night minimum AND price 38% above peer median; 100% vacant.
400,917260113030074428,Lovely Relaxing Home,Canarsie,Brooklyn,Entire home/apt,30,245.0,180.0,0.3611,364,365,0.9973,Strict 30+ night minimum AND price 36% above peer median; 100% vacant.
401,1307723,A real home on the UWS.,Upper West Side,Manhattan,Private room,30,150.0,111.0,0.3514,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
402,18789421,Peace in Brooklyn,Bedford-Stuyvesant,Brooklyn,Private room,30,150.0,111.0,0.3514,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
403,1207237382385354348,Cozy space in a lively town,Astoria,Queens,Private room,30,150.0,111.0,0.3514,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
404,1311039185852600517,"Cozy 2BR Apt, Close to NYC",Jamaica Hills,Queens,Private room,30,150.0,111.0,0.3514,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
405,1339413545125795810,Historic Charm in Brooklyn: Poire,Bedford-Stuyvesant,Brooklyn,Private room,30,150.0,111.0,0.3514,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
406,842077360551879392,"5 Bedroom, 2 story home w/ Private Driveway &porch",Queens Village,Queens,Entire home/apt,30,243.0,180.0,0.35,364,365,0.9973,Strict 30+ night minimum AND price 35% above peer median; 100% vacant.
407,695488688975869568,The Monroe Suite-Bright & Cozy Centrally Located!,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,242.0,180.0,0.3444,364,365,0.9973,Strict 30+ night minimum AND price 34% above peer median; 100% vacant.
408,747173133155663772,"Spacious bedroom with toilet , bath & living room",Springfield Gardens,Queens,Private room,30,149.0,111.0,0.3423,364,365,0.9973,Strict 30+ night minimum AND price 34% above peer median; 100% vacant.
409,1127744374249883129,Quaint Home Near All,Mariners Harbor,Staten Island,Private room,30,148.0,111.0,0.3333,364,365,0.9973,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
410,3553768,"Serene, minimalist studio W Village",West Village,Manhattan,Entire home/apt,30,239.0,180.0,0.3278,364,365,0.9973,Strict 30+ night minimum AND price 33% above peer median; 100% vacant.
411,1215930899551057941,Queens apartament,Maspeth,Queens,Private room,31,144.0,111.0,0.2973,364,365,0.9973,Strict 31+ night minimum AND price 30% above peer median; 100% vacant.
412,601621921556384429,Spacious 1 Bedroom Garden Apartment,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,364,365,0.9973,Strict 30+ night minimum AND price 28% above peer median; 100% vacant.
413,1056509899939593559,Daverina Gateway,Canarsie,Brooklyn,Entire home/apt,30,229.0,180.0,0.2722,364,365,0.9973,Strict 30+ night minimum AND price 27% above peer median; 100% vacant.
414,692677118136223825,"Huge room in a 2-BR renovated apartment, w/d",Bedford-Stuyvesant,Brooklyn,Private room,30,141.0,111.0,0.2703,364,365,0.9973,Strict 30+ night minimum AND price 27% above peer median; 100% vacant.
415,755808864708679787,Cozy Brooklyn Art Apartment,Bushwick,Brooklyn,Private room,30,141.0,111.0,0.2703,364,365,0.9973,Strict 30+ night minimum AND price 27% above peer median; 100% vacant.
416,1137270,large Private room in UWS New York,Upper West Side,Manhattan,Private room,30,140.0,111.0,0.2613,364,365,0.9973,Strict 30+ night minimum AND price 26% above peer median; 100% vacant.
417,1281431427554747842,Beautiful 1 Bedroom Condo,Port Morris,Bronx,Entire home/apt,30,225.0,180.0,0.25,364,365,0.9973,Strict 30+ night minimum AND price 25% above peer median; 100% vacant.
